"episode","comic-bush-346","comic-bush-346__MIN","comic-bush-346__MAX","spring-darkness-345","spring-darkness-345__MIN","spring-darkness-345__MAX","fragrant-shadow-344","fragrant-shadow-344__MIN","fragrant-shadow-344__MAX","comfy-forest-343","comfy-forest-343__MIN","comfy-forest-343__MAX","vocal-blaze-342","vocal-blaze-342__MIN","vocal-blaze-342__MAX"
"520","-3728.279617450613","-8495.559234901226","1039","-181.74103771825776","-1402.4820754365155","1039","400.9525635330379","-237.09487293392422","1039","478.1840048162786","-82.63199036744275","1039","-534.0022678203277","-2107.0045356406554","1039"
"521","-4789.869157851115","-10620.73831570223","1041","55.39851302324581","-930.2029739535084","1041","496.97817527337816","-47.04364945324368","1041","-494.54932139155085","-2030.0986427831017","1041","-153.45204385397733","-1347.9040877079547","1041"
"522","-4505.682660289862","-10054.365320579724","1043","335.6987502292408","-371.60249954151845","1043","380.2404768843311","-282.51904623133777","1043","-1845.6997506760217","-4734.399501352043","1043","-817.6760874517001","-2678.3521749034003","1043"
"523","363.3085055357965","-318.382988928407","1045","418.7355465414144","-207.52890691717116","1045","444.4871807758253","-156.02563844834938","1045","-6978.561081745693","-15002.122163491385","1045","-784.9594530722288","-2614.9189061444577","1045"
"524","-5634.292135615158","-12315.584271230317","1047","157.40999151853117","-732.1800169629377","1047","475.51127705635616","-95.9774458872877","1047","-5081.087010838649","-11209.174021677298","1047","-355.9691860144868","-1758.9383720289736","1047"
"525","209.970478153481","-629.059043693038","1049","-114.6385510888831","-1278.2771021777662","1049","450.7460175016129","-147.50796499677418","1049","-1007.6467438304235","-3064.293487660847","1049","131.86219457845533","-785.2756108430893","1049"
"526","432.8328430571854","-185.33431388562917","1051","-287.7052606025936","-1626.4105212051873","1051","274.7906373604102","-501.41872527917957","1051","-2240.8426552569736","-5532.685310513947","1051","-497.1362342102185","-2045.272468420437","1051"
"527","-3364.34519891056","-7781.69039782112","1053","264.8582959209308","-523.2834081581384","1053","465.70904977386095","-121.5819004522781","1053","-1112.5562360360996","-3278.112472072199","1053","-206.47734627147622","-1465.9546925429524","1053"
"528","-4207.126178263921","-9469.252356527842","1055","323.34280619205094","-408.31438761589806","1055","345.9027055483686","-363.1945889032628","1055","-802.2503565638374","-2659.5007131276748","1055","-385.3015326969844","-1825.6030653939688","1055"
"529","502.12366834207745","-52.752663315845126","1057","-237.51668491120074","-1532.0333698224015","1057","257.3556129464885","-542.288774107023","1057","-723.1602397058537","-2503.3204794117073","1057","-723.155108560916","-2503.310217121832","1057"
"530","-5907.108507837409","-12873.217015674818","1059","115.95346413900813","-827.0930717219837","1059","240.338022486383","-578.323955027234","1059","-96.21859626759488","-1251.4371925351898","1059","-264.83874224918134","-1588.6774844983627","1059"
"531","-4592.5685975964225","-10246.137195192845","1061","65.76462998083417","-929.4707400383317","1061","485.88073826327326","-89.23852347345353","1061","-1766.4892913584222","-4593.978582716844","1061","-801.1335752432283","-2663.2671504864566","1061"
"532","498.18984017190064","-66.62031965619877","1063","153.8411489510804","-755.3177020978392","1063","446.215593114999","-170.56881377000195","1063","-5566.111185517677","-12195.222371035354","1063","-365.5274141616138","-1794.0548283232276","1063"
"533","-885.1836771118972","-2835.3673542237943","1065","94.04130278862323","-876.9173944227535","1065","524.7286298786006","-15.54274024279889","1065","-3094.9790658397046","-7254.958131679409","1065","-317.37187536014335","-1699.7437507202867","1065"
"534","315.67581155367634","-435.6483768926474","1067","-1085.1747810479205","-3237.349562095841","1067","454.79862282203374","-157.40275435593253","1067","-4164.3464463356795","-9395.692892671359","1067","-1158.6834845308174","-3384.366969061635","1067"
"535","439.1739154997756","-190.65216900044885","1069","-491.0682345994005","-2051.136469198801","1069","428.8634664711944","-211.27306705761126","1069","-432.30479985352815","-1933.6095997070563","1069","-1332.268912103571","-3733.537824207142","1069"
"536","471.57628536466467","-127.84742927067067","1071","35.59056119196265","-999.8188776160747","1071","471.94655946113085","-127.10688107773832","1071","-2572.1762335654594","-6215.352467130919","1071","-600.4365186920361","-2271.873037384072","1071"
"537","444.22912908815897","-184.5417418236821","1073","-747.3973015586218","-2567.7946031172437","1073","507.3094756065617","-58.38104878687662","1073","-315.3923927502515","-1703.784785500503","1073","-1178.1484328586391","-3429.2968657172783","1073"
"538","-470.5670762133062","-2016.1341524266124","1075","155.57322491515464","-763.8535501696907","1075","276.4359937522937","-522.1280124954126","1075","136.42822337701358","-802.1435532459728","1075","-976.9846932774442","-3028.9693865548884","1075"
"539","287.721023487087","-501.55795302582595","1077","315.44688679087625","-446.1062264182475","1077","338.3988365747111","-400.20232685057783","1077","59.910337516220466","-957.1793249675591","1077","-877.5834886900996","-2832.166977380199","1077"
"540","-567.7660842732673","-2214.5321685465346","1079","183.90593996118128","-711.1881200776374","1079","-438.32414663511406","-1955.6482932702281","1079","199.79078983591756","-679.4184203281649","1079","-981.2579327752514","-3041.515865550503","1079"
"541","-1147.0206848336945","-3375.041369667389","1081","513.5372401047166","-53.925519790566895","1081","-237.53285787241077","-1556.0657157448215","1081","-2473.301303548239","-6027.602607096478","1081","-1282.9369951548497","-3646.8739903096994","1081"
"542","-256.16859880806214","-1595.3371976161243","1083","462.0333074918728","-158.93338501625442","1083","-274.9445617905934","-1632.8891235811868","1083","430.1066801142957","-222.78663977140855","1083","-390.0415669065968","-1863.0831338131936","1083"
"543","-288.02638015388584","-1661.0527603077717","1085","412.5145622582151","-259.9708754835698","1085","-544.3695425549174","-2173.739085109835","1085","-2034.8287966105454","-5154.657593221091","1085","-747.6642117502215","-2580.328423500443","1085"
"544","437.5595755167118","-211.88084896657648","1087","396.0835960306037","-294.8328079387926","1087","-443.7821672704108","-1974.5643345408216","1087","-1909.1651265595406","-4905.330253119081","1087","-1178.7279536224594","-3444.4559072449188","1087"
"545","-2363.603582905141","-5816.207165810282","1089","298.25599362845645","-492.4880127430871","1089","-576.8435591419156","-2242.6871182838313","1089","-1497.498230814266","-4083.996461628532","1089","-981.1855377849608","-3051.3710755699217","1089"
"546","-4150.435463968545","-9391.87092793709","1091","283.7727027239843","-523.4545945520314","1091","-285.14994968680605","-1661.299899373612","1091","-1495.211029900396","-4081.422059800792","1091","-1063.8623852797123","-3218.7247705594245","1091"
"547","-3106.8813642121686","-7306.762728424337","1093","391.9836966972065","-309.032606605587","1093","-436.86480358011977","-1966.7296071602395","1093","-1061.4387785915314","-3215.877557183063","1093","-448.6764458523886","-1990.3528917047772","1093"
"548","42.93645326588256","-1009.1270934682349","1095","373.414490836812","-348.1710183263761","1095","-189.51996496170352","-1474.039929923407","1095","-690.293905055431","-2475.587810110862","1095","-572.6011943702422","-2240.2023887404844","1095"
"549","-3101.4451054762417","-7299.890210952483","1097","381.8499949604526","-333.30001007909476","1097","-132.4087955798675","-1361.817591159735","1097","-1365.548295631378","-3828.096591262756","1097","533.6268639426362","-29.746272114727642","1097"
"550","-4883.99654319906","-10866.99308639812","1099","344.15307652932506","-410.69384694134993","1099","-567.7222497368496","-2234.444499473699","1099","349.3399074986967","-400.3201850026067","1099","-443.3580754411331","-1985.7161508822662","1099"
"551","-3898.8358030996615","-8898.671606199323","1101","133.97611243319528","-833.0477751336094","1101","-220.75130663681603","-1542.502613273632","1101","-1448.1556292536964","-3997.3112585073927","1101","-805.3887532128538","-2711.7775064257075","1101"
"552","-4890.9860402724535","-10884.972080544907","1103","501.45319239430086","-100.09361521139833","1103","-1343.482776737886","-3789.965553475772","1103","317.9737764669926","-467.05244706601474","1103","-538.6495275031566","-2180.299055006313","1103"
"553","-5588.970651001633","-12282.941302003266","1105","238.1138656878859","-628.7722686242282","1105","-142.25824333891887","-1389.5164866778377","1105","-1698.031962470608","-4501.063924941216","1105","434.0338297693734","-236.93234046125315","1105"
"554","-5044.240297275176","-11195.480594550352","1107","73.27126329388813","-960.4574734122237","1107","-808.0188151935101","-2723.0376303870203","1107","-730.9611514338314","-2568.922302867663","1107","-439.53900781953666","-1986.0780156390733","1107"
"555","-2441.580374640246","-5992.160749280492","1109","153.08446568093746","-802.8310686381251","1109","-1168.8505903531918","-3446.7011807063836","1109","-733.8532053016784","-2576.7064106033567","1109","-557.0097255314327","-2223.0194510628653","1109"
"556","-4784.848238658155","-10680.69647731631","1111","365.33217110233545","-380.33565779532904","1111","-875.5368081806866","-2862.0736163613733","1111","-1736.9255987950824","-4584.851197590165","1111","358.59897700078466","-393.80204599843074","1111"
"557","-2773.906547141028","-6660.813094282056","1113","487.87823917153605","-137.2435216569279","1113","-270.361210706841","-1653.722421413682","1113","-942.1560581700226","-2997.312116340045","1113","-624.3499310365119","-2361.6998620730237","1113"
"558","-2674.6817059133764","-6464.363411826753","1115","147.5451305584291","-819.9097388831418","1115","-521.2963623577591","-2157.592724715518","1115","-142.6769293890428","-1400.3538587780856","1115","348.66730266899515","-417.6653946620097","1115"
"559","-2702.104984219184","-6521.209968438368","1117","-820.5594803346814","-2758.118960669363","1117","-268.53724452479753","-1654.074489049595","1117","-805.4016300195815","-2727.803260039163","1117","-1562.386010423039","-4241.772020846078","1117"
"560","-2542.3878508414386","-6203.775701682877","1119","131.76152920907737","-855.4769415818453","1119","-429.7725033612321","-1978.5450067224642","1119","-505.6430906907385","-2130.286181381477","1119","-1453.5880277252563","-4026.1760554505126","1119"
"561","-2463.5518604174517","-6048.1037208349035","1121","-241.33490926204922","-1603.6698185240984","1121","-299.34667761919843","-1719.6933552383969","1121","-1436.2778836820623","-3993.5557673641247","1121","-590.8944908820895","-2302.788981764179","1121"
"562","-3179.2732134919097","-7481.546426983819","1123","-148.00400742616318","-1419.0080148523264","1123","-1476.4951145005946","-4075.990229001189","1123","-538.36375876633","-2199.72751753266","1123","-1027.3760971086888","-3177.7521942173776","1123"
"563","227.97512568060188","-669.0497486387962","1125","-835.4208749771901","-2795.8417499543802","1125","-344.80422055273675","-1814.6084411054735","1125","-366.73437893637106","-1858.4687578727421","1125","-688.4702873365859","-2501.940574673172","1125"
"564","-1893.9215135712038","-4914.843027142408","1127","-666.6306633141867","-2460.2613266283734","1127","-209.65917974055367","-1546.3183594811073","1127","-401.9495240865871","-1930.8990481731742","1127","-630.2418481669633","-2387.4836963339267","1127"
"565","-2233.818389594797","-5596.636779189594","1129","-2575.31928250814","-6279.63856501628","1129","-980.3559023998757","-3089.7118047997515","1129","-892.823879313549","-2914.647758627098","1129","380.0445799818789","-368.91084003624223","1129"
"566","-2060.962544046628","-5252.925088093256","1131","-430.1419651179598","-1991.2839302359196","1131","-342.0249438450671","-1815.0498876901343","1131","-463.5946370444731","-2058.189274088946","1131","-1302.3081553937798","-3735.6163107875595","1131"
"567","-1322.495206520202","-3777.990413040404","1133","-769.0384617281311","-2671.076923456262","1133","-1539.4876902349365","-4211.975380469873","1133","-831.757336341263","-2796.514672682526","1133","-685.9978720014972","-2504.9957440029943","1133"
"568","525.337297256634","-84.32540548673215","1135","-581.6388965081478","-2298.2777930162956","1135","-631.316550536131","-2397.633101072262","1135","-821.1219252971341","-2777.243850594268","1135","-38.5910091799617","-1212.1820183599234","1135"
"569","-1976.5005894544565","-5090.001178908913","1137","-514.1114649578251","-2165.22292991565","1137","-815.3683097931353","-2767.7366195862705","1137","-696.623167814241","-2530.246335628482","1137","-1427.957644277382","-3992.915288554764","1137"
"570","-1445.0153640889232","-4029.0307281778464","1139","-1351.1935279930967","-3841.3870559861934","1139","-104.13695718026611","-1347.2739143605322","1139","-1106.001771240928","-3351.003542481856","1139","-577.1246440787206","-2293.2492881574412","1139"
"571","-2100.4805878152115","-5341.961175630423","1141","-411.83823149644127","-1964.6764629928825","1141","-597.0859101379817","-2335.1718202759635","1141","-1961.2925573674042","-5063.5851147348085","1141","186.62913761105426","-767.7417247778915","1141"
"572","-855.3691803509628","-2853.7383607019256","1143","-1290.5919192455938","-3724.1838384911875","1143","166.00133526398196","-810.9973294720361","1143","-684.8603864646707","-2512.7207729293414","1143","350.0498074623233","-442.9003850753533","1143"
"573","-1385.354387669542","-3915.708775339084","1145","-906.1668742711965","-2957.333748542393","1145","-1088.4341514421856","-3321.868302884371","1145","-543.2500492597001","-2231.5000985194","1145","535.8035199061077","-73.39296018778474","1145"
"574","117.37624658716976","-912.2475068256605","1147","-957.7845922162473","-3062.5691844324947","1147","25.727769531163062","-1095.5444609376739","1147","-1924.6560869077557","-4996.312173815511","1147","281.3966481912461","-584.2067036175079","1147"
"575","-607.0479954579068","-2363.0959909158137","1149","-503.0849259095419","-2155.1698518190838","1149","-290.57316259356196","-1730.146325187124","1149","-541.7814431817294","-2232.562886363459","1149","-67.02096781092052","-1283.041935621841","1149"
"576","-690.5528019932028","-2532.1056039864056","1151","-1591.7878151201735","-4334.575630240347","1151","-1228.2396413441643","-3607.4792826883286","1151","-431.9401402449887","-2014.8802804899774","1151","-21.072748113929833","-1193.1454962278597","1151"
"577","449.15408525424607","-254.69182949150783","1153","-1574.8800376519025","-4302.760075303805","1153","-1152.9888351886555","-3458.977670377311","1153","202.0949110439272","-748.8101779121456","1153","-612.1486120373625","-2377.297224074725","1153"
"578","-412.02090834971887","-1979.0418166994377","1155","-866.0580476091768","-2887.1160952183536","1155","-1009.6436446390865","-3174.287289278173","1155","-496.0559368650222","-2147.1118737300444","1155","277.80290506566325","-599.3941898686735","1155"
"579","209.99569640716697","-737.008607185666","1157","30.071013303451764","-1096.8579733930965","1157","-755.2623758364668","-2667.5247516729337","1157","151.93496961749457","-853.1300607650109","1157","-443.67132197680473","-2044.3426439536095","1157"
"580","458.2868637223336","-242.42627255533282","1159","-39.9925683504448","-1238.9851367008896","1159","-520.6036422034408","-2200.2072844068816","1159","-340.42553125702705","-1839.851062514054","1159","-1254.8160104595052","-3668.6320209190103","1159"
"581","259.07559894350015","-642.8488021129997","1161","15.081711490234056","-1130.836577019532","1161","-794.9092703680587","-2750.8185407361175","1161","379.7701611737928","-401.45967765241437","1161","-843.9285537521903","-2848.8571075043806","1161"
"582","206.27314790901426","-750.4537041819715","1163","-999.5700657157356","-3162.140131431471","1163","-2825.878073135848","-6814.756146271696","1163","-437.8616548926269","-2038.7233097852538","1163","-1148.0593242949458","-3459.1186485898916","1163"
"583","409.4811353260112","-346.03772934797763","1165","173.2487694768933","-818.5024610462134","1165","-1335.6221776763118","-3836.2443553526236","1165","-215.86254711674883","-1596.7250942334977","1165","-30.750793086931708","-1226.5015861738634","1165"
"584","-601.6272055882162","-2370.2544111764323","1167","-161.56339667708926","-1490.1267933541785","1167","-2140.072626756504","-5447.145253513008","1167","284.62793356039555","-597.7441328792089","1167","-232.8898583705702","-1632.7797167411404","1167"
"585","-15254.13662509826","-31677.27325019652","1169","132.52755197496265","-903.9448960500747","1169","-1522.4004498869863","-4213.800899773973","1169","-382.48618283487747","-1933.972365669755","1169","-263.2860123792044","-1695.5720247584088","1169"
"586","-41382.119789482735","-83935.23957896547","1171","-688.1843729897014","-2547.368745979403","1171","-1353.8230629156515","-3878.646125831303","1171","178.68240578739488","-813.6351884252102","1171","103.62827355294928","-963.7434528941014","1171"
"587","-34535.49693419467","-70243.99386838934","1173","232.61637758941873","-707.7672448211625","1173","-2153.067270297322","-5479.134540594644","1173","319.6133902127966","-533.7732195744068","1173","162.6812692626142","-847.6374614747716","1173"
"588","-24816.208049565113","-50807.41609913023","1175","112.11897300279429","-950.7620539944114","1175","-839.5242040444637","-2854.0484080889273","1175","327.475592011724","-520.048815976552","1175","511.3069438225674","-152.38611235486513","1175"
"589","-30335.227058175235","-61847.45411635047","1177","-153.93859576122907","-1484.8771915224581","1177","-2236.853612564571","-5650.707225129142","1177","419.34924848297385","-338.30150303405225","1177","10.706365780894089","-1155.5872684382118","1177"
"590","-42163.19393215529","-85505.38786431059","1179","217.3545038294302","-744.2909923411396","1179","-1519.3313411150689","-4217.662682230138","1179","-267.16227355620254","-1713.324547112405","1179","213.75668260948157","-751.4866347810369","1179"
"591","-47527.32919877611","-96235.65839755222","1181","209.7594111637597","-761.4811776724806","1181","-2392.626032459939","-5966.252064919878","1181","-65.10406488560977","-1311.2081297712195","1181","381.51860318212607","-417.9627936357479","1181"
"592","-32354.13134421961","-65891.26268843922","1183","486.4357986928274","-210.1284026143452","1183","-1501.7687581583245","-4186.537516316649","1183","-254.70657000069082","-1692.4131400013816","1183","340.45398831027865","-502.0920233794427","1183"
"593","-44379.75513938838","-89944.51027877675","1185","429.92620967303833","-325.14758065392334","1185","-2557.309816427959","-6299.619632855918","1185","33.298394599243125","-1118.4032108015138","1185","445.4067297843356","-294.1865404313288","1185"
"594","-29851.941974901947","-60890.883949803894","1187","8.582318190246838","-1169.8353636195063","1187","-2063.504104494004","-5314.008208988008","1187","69.44625692833074","-1048.1074861433385","1187","516.9110872509253","-153.17782549814925","1187"
"595","-34513.905477282984","-70216.81095456597","1189","-145.06598703939005","-1479.13197407878","1189","-2959.9551218311353","-7108.910243662271","1189","-120.47055272553496","-1429.94110545107","1189","-394.42184321258094","-1977.8436864251619","1189"
"596","-42599.44491785925","-86389.8898357185","1191","68.85759001097324","-1053.2848199780535","1191","-2320.5618232833804","-5832.123646566761","1191","329.33673806959615","-532.3265238608077","1191","483.69640755417277","-223.60718489165444","1191"
"597","-40947.71163064547","-83088.42326129094","1193","181.0706811592375","-830.858637681525","1193","-2251.3363746668897","-5695.672749333779","1193","300.2101147146135","-592.579770570773","1193","422.30277922624083","-348.39444154751834","1193"
"598","-47916.278864835556","-97027.55772967111","1195","-346.9718189164158","-1888.9436378328317","1195","-1998.8718966900274","-5192.743793380055","1195","235.25415389852998","-724.49169220294","1195","546.2753634832818","-102.44927303343633","1195"
"599","-40237.723061961806","-81672.44612392361","1197","195.74570985197641","-805.5085802960472","1197","-1680.898429474791","-4558.796858949582","1197","564.3422316067206","-68.3155367865589","1197","450.43834420613075","-296.12331158773844","1197"
